datetime,daily_high_water_level(ft below land surface),daily_high_water_elevation(ft above msl),source,status,comment
2016-09-21,57.31,673.50,edwards aquifer authority,D,
2016-09-20,57.41,673.40,edwards aquifer authority,D,
2016-09-19,56.51,674.30,edwards aquifer authority,D,
2016-09-18,56.01,674.80,edwards aquifer authority,D,
2016-09-17,56.11,674.70,edwards aquifer authority,D,
2016-09-16,56.31,674.50,edwards aquifer authority,D,
2016-09-15,56.01,674.80,edwards aquifer authority,D,
2016-09-14,55.91,674.90,edwards aquifer authority,D,
2016-09-13,55.91,674.90,edwards aquifer authority,D,
2016-09-12,55.61,675.20,edwards aquifer authority,D,
2016-09-11,55.81,675.00,edwards aquifer authority,D,
2016-09-10,56.11,674.70,edwards aquifer authority,D,
2016-09-09,56.11,674.70,edwards aquifer authority,D,
2016-09-08,55.61,675.20,edwards aquifer authority,D,
2016-09-07,55.21,675.60,edwards aquifer authority,D,
2016-09-06,55.31,675.50,edwards aquifer authority,D,
2016-09-05,54.81,676.00,edwards aquifer authority,D,
2016-09-04,55.01,675.80,edwards aquifer authority,D,
2016-09-03,55.41,675.40,edwards aquifer authority,D,
2016-09-02,55.81,675.00,edwards aquifer authority,D,
2016-09-01,55.51,675.30,edwards aquifer authority,D,
2016-08-31,55.71,675.10,edwards aquifer authority,D,
2016-08-30,55.51,675.30,edwards aquifer authority,D,
2016-08-29,55.71,675.10,edwards aquifer authority,D,
2016-08-28,55.51,675.30,edwards aquifer authority,D,
2016-08-27,55.91,674.90,edwards aquifer authority,D,
2016-08-26,56.01,674.80,edwards aquifer authority,D,
2016-08-25,56.21,674.60,edwards aquifer authority,D,
2016-08-24,56.51,674.30,edwards aquifer authority,D,
2016-08-23,57.01,673.80,edwards aquifer authority,D,
2016-08-22,57.91,672.90,edwards aquifer authority,D,
2016-08-21,59.41,671.40,edwards aquifer authority,D,
2016-08-20,61.11,669.70,edwards aquifer authority,D,
2016-08-19,61.81,669.00,edwards aquifer authority,D,
2016-08-18,62.61,668.20,edwards aquifer authority,D,
2016-08-17,63.41,667.40,edwards aquifer authority,D,
2016-08-16,65.11,665.70,edwards aquifer authority,D,
2016-08-15,66.61,664.20,edwards aquifer authority,D,
2016-08-14,68.21,662.60,edwards aquifer authority,D,
2016-08-13,69.51,661.30,edwards aquifer authority,D,
2016-08-12,70.31,660.50,edwards aquifer authority,D,
2016-08-11,69.91,660.90,edwards aquifer authority,D,
2016-08-10,69.21,661.60,edwards aquifer authority,D,
2016-08-09,68.91,661.90,edwards aquifer authority,D,
2016-08-08,67.31,663.50,edwards aquifer authority,D,
2016-08-07,66.91,663.90,edwards aquifer authority,D,
2016-08-06,66.91,663.90,edwards aquifer authority,D,
2016-08-05,67.11,663.70,edwards aquifer authority,D,
2016-08-04,66.41,664.40,edwards aquifer authority,D,
2016-08-03,65.91,664.90,edwards aquifer authority,D,
2016-08-02,65.21,665.60,edwards aquifer authority,D,
2016-08-01,64.31,666.50,edwards aquifer authority,D,
2016-07-31,64.01,666.80,edwards aquifer authority,D,
2016-07-30,64.71,666.10,edwards aquifer authority,D,
2016-07-29,65.11,665.70,edwards aquifer authority,D,
2016-07-28,65.41,665.40,edwards aquifer authority,D,
2016-07-27,66.91,663.90,edwards aquifer authority,D,
2016-07-26,67.51,663.30,edwards aquifer authority,D,
2016-07-25,68.11,662.70,edwards aquifer authority,D,
2016-07-24,67.41,663.40,edwards aquifer authority,D,
2016-07-23,67.71,663.10,edwards aquifer authority,D,
2016-07-22,67.61,663.20,edwards aquifer authority,D,
2016-07-21,67.31,663.50,edwards aquifer authority,D,
2016-07-20,66.81,664.00,edwards aquifer authority,D,
2016-07-19,66.21,664.60,edwards aquifer authority,D,
2016-07-18,65.21,665.60,edwards aquifer authority,D,
2016-07-17,64.41,666.40,edwards aquifer authority,D,
2016-07-16,64.71,666.10,edwards aquifer authority,D,
2016-07-15,64.21,666.60,edwards aquifer authority,D,
2016-07-14,63.41,667.40,edwards aquifer authority,D,
2016-07-13,62.61,668.20,edwards aquifer authority,D,
2016-07-12,62.11,668.70,edwards aquifer authority,D,
2016-07-11,60.91,669.90,edwards aquifer authority,D,
2016-07-10,60.61,670.20,edwards aquifer authority,D,
2016-07-09,60.41,670.40,edwards aquifer authority,D,
2016-07-08,60.11,670.70,edwards aquifer authority,D,
2016-07-07,59.71,671.10,edwards aquifer authority,D,
2016-07-06,59.01,671.80,edwards aquifer authority,D,
2016-07-05,58.11,672.70,edwards aquifer authority,D,
2016-07-04,57.11,673.70,edwards aquifer authority,D,
2016-07-03,56.81,674.00,edwards aquifer authority,D,
2016-07-02,56.81,674.00,edwards aquifer authority,D,
2016-07-01,56.51,674.30,edwards aquifer authority,D,
2016-06-30,55.81,675.00,edwards aquifer authority,D,
2016-06-29,55.31,675.50,edwards aquifer authority,D,
2016-06-28,55.01,675.80,edwards aquifer authority,D,
2016-06-27,54.21,676.60,edwards aquifer authority,D,
2016-06-26,54.21,676.60,edwards aquifer authority,D,
2016-06-25,54.51,676.30,edwards aquifer authority,D,
2016-06-24,54.11,676.70,edwards aquifer authority,D,
2016-06-23,53.21,677.60,edwards aquifer authority,D,
2016-06-22,52.61,678.20,edwards aquifer authority,D,
2016-06-21,51.71,679.10,edwards aquifer authority,D,
2016-06-20,50.81,680.00,edwards aquifer authority,D,
2016-06-19,50.31,680.50,edwards aquifer authority,D,
2016-06-18,49.81,681.00,edwards aquifer authority,D,
2016-06-17,49.21,681.60,edwards aquifer authority,D,
2016-06-16,48.31,682.50,edwards aquifer authority,D,
2016-06-15,47.61,683.20,edwards aquifer authority,D,
2016-06-14,47.21,683.60,edwards aquifer authority,D,
2016-06-13,46.41,684.40,edwards aquifer authority,D,
2016-06-12,46.01,684.80,edwards aquifer authority,D,
2016-06-11,46.01,684.80,edwards aquifer authority,D,
2016-06-10,45.51,685.30,edwards aquifer authority,D,
2016-06-09,45.41,685.40,edwards aquifer authority,D,
2016-06-08,45.41,685.40,edwards aquifer authority,D,
2016-06-07,45.41,685.40,edwards aquifer authority,D,
2016-06-06,45.31,685.50,edwards aquifer authority,D,
2016-06-05,45.81,685.00,edwards aquifer authority,D,
2016-06-04,46.41,684.40,edwards aquifer authority,D,
2016-06-03,47.31,683.50,edwards aquifer authority,D,
2016-06-02,48.21,682.60,edwards aquifer authority,D,
2016-06-01,50.11,680.70,edwards aquifer authority,D,
2016-05-31,50.91,679.90,edwards aquifer authority,D,
2016-05-30,51.41,679.40,edwards aquifer authority,D,
2016-05-29,52.11,678.70,edwards aquifer authority,D,
2016-05-28,52.41,678.40,edwards aquifer authority,D,
2016-05-27,52.31,678.50,edwards aquifer authority,D,
2016-05-26,52.31,678.50,edwards aquifer authority,D,
2016-05-25,52.01,678.80,edwards aquifer authority,D,
2016-05-24,52.11,678.70,edwards aquifer authority,D,
2016-05-23,52.21,678.60,edwards aquifer authority,D,
2016-05-22,52.11,678.70,edwards aquifer authority,D,
2016-05-21,52.71,678.10,edwards aquifer authority,D,
2016-05-20,53.01,677.80,edwards aquifer authority,D,
2016-05-19,54.11,676.70,edwards aquifer authority,D,
2016-05-18,56.21,674.60,edwards aquifer authority,D,
2016-05-17,57.61,673.20,edwards aquifer authority,D,
2016-05-16,58.21,672.60,edwards aquifer authority,D,
2016-05-15,59.31,671.50,edwards aquifer authority,D,
2016-05-14,59.81,671.00,edwards aquifer authority,D,
2016-05-13,60.51,670.30,edwards aquifer authority,D,
2016-05-12,61.21,669.60,edwards aquifer authority,D,
2016-05-11,62.11,668.70,edwards aquifer authority,D,
2016-05-10,63.11,667.70,edwards aquifer authority,D,
2016-05-09,62.51,668.30,edwards aquifer authority,D,
2016-05-08,62.21,668.60,edwards aquifer authority,D,
2016-05-07,62.21,668.60,edwards aquifer authority,D,
2016-05-06,61.81,669.00,edwards aquifer authority,D,
2016-05-05,61.01,669.80,edwards aquifer authority,D,
2016-05-04,60.51,670.30,edwards aquifer authority,D,
2016-05-03,60.11,670.70,edwards aquifer authority,D,
2016-05-02,59.81,671.00,edwards aquifer authority,D,
2016-05-01,59.81,671.00,edwards aquifer authority,D,
2016-04-30,60.31,670.50,edwards aquifer authority,D,
2016-04-29,60.81,670.00,edwards aquifer authority,D,
2016-04-28,60.91,669.90,edwards aquifer authority,D,
2016-04-27,61.21,669.60,edwards aquifer authority,D,
2016-04-26,61.21,669.60,edwards aquifer authority,D,
2016-04-25,60.91,669.90,edwards aquifer authority,D,
2016-04-24,60.91,669.90,edwards aquifer authority,D,
2016-04-23,61.51,669.30,edwards aquifer authority,D,
2016-04-22,62.11,668.70,edwards aquifer authority,D,
2016-04-21,62.81,668.00,edwards aquifer authority,D,
2016-04-20,63.41,667.40,edwards aquifer authority,D,
2016-04-19,64.01,666.80,edwards aquifer authority,D,
2016-04-18,65.31,665.50,edwards aquifer authority,D,
2016-04-17,66.11,664.70,edwards aquifer authority,D,
2016-04-16,66.51,664.30,edwards aquifer authority,D,
2016-04-15,67.21,663.60,edwards aquifer authority,D,
2016-04-14,67.61,663.20,edwards aquifer authority,D,
2016-04-13,68.41,662.40,edwards aquifer authority,D,
2016-04-12,69.41,661.40,edwards aquifer authority,D,
2016-04-11,68.91,661.90,edwards aquifer authority,D,
2016-04-10,68.91,661.90,edwards aquifer authority,D,
2016-04-09,69.01,661.80,edwards aquifer authority,D,
2016-04-08,69.11,661.70,edwards aquifer authority,D,
2016-04-07,68.71,662.10,edwards aquifer authority,D,
2016-04-06,68.21,662.60,edwards aquifer authority,D,
2016-04-05,68.01,662.80,edwards aquifer authority,D,
2016-04-04,67.31,663.50,edwards aquifer authority,D,
2016-04-03,66.71,664.10,edwards aquifer authority,D,
2016-04-02,66.31,664.50,edwards aquifer authority,D,
2016-04-01,66.41,664.40,edwards aquifer authority,D,
2016-03-31,65.81,665.00,edwards aquifer authority,D,
2016-03-30,65.81,665.00,edwards aquifer authority,D,
2016-03-29,65.61,665.20,edwards aquifer authority,D,
2016-03-28,65.31,665.50,edwards aquifer authority,D,
2016-03-27,65.11,665.70,edwards aquifer authority,D,
2016-03-26,65.21,665.60,edwards aquifer authority,D,
2016-03-25,65.41,665.40,edwards aquifer authority,D,
2016-03-24,65.41,665.40,edwards aquifer authority,D,
2016-03-23,65.51,665.30,edwards aquifer authority,D,
2016-03-22,65.41,665.40,edwards aquifer authority,D,
2016-03-21,65.11,665.70,edwards aquifer authority,D,
2016-03-20,64.71,666.10,edwards aquifer authority,D,
2016-03-19,64.81,666.00,edwards aquifer authority,D,
2016-03-18,64.81,666.00,edwards aquifer authority,D,
2016-03-17,64.91,665.90,edwards aquifer authority,D,
2016-03-16,64.81,666.00,edwards aquifer authority,D,
2016-03-15,64.41,666.40,edwards aquifer authority,D,
2016-03-14,64.21,666.60,edwards aquifer authority,D,
2016-03-13,64.01,666.80,edwards aquifer authority,D,
2016-03-12,64.71,666.10,edwards aquifer authority,D,
2016-03-11,65.71,665.10,edwards aquifer authority,D,
2016-03-10,66.41,664.40,edwards aquifer authority,D,
2016-03-09,67.31,663.50,edwards aquifer authority,D,
2016-03-08,68.11,662.70,edwards aquifer authority,D,
2016-03-07,68.11,662.70,edwards aquifer authority,D,
2016-03-06,67.91,662.90,edwards aquifer authority,D,
2016-03-05,68.11,662.70,edwards aquifer authority,D,
2016-03-04,68.01,662.80,edwards aquifer authority,D,
2016-03-03,67.91,662.90,edwards aquifer authority,D,
2016-03-02,67.71,663.10,edwards aquifer authority,D,
2016-03-01,67.41,663.40,edwards aquifer authority,D,
2016-02-29,66.91,663.90,edwards aquifer authority,D,
2016-02-28,66.51,664.30,edwards aquifer authority,D,
2016-02-27,67.01,663.80,edwards aquifer authority,D,
2016-02-26,67.41,663.40,edwards aquifer authority,D,
2016-02-25,67.31,663.50,edwards aquifer authority,D,
2016-02-24,67.71,663.10,edwards aquifer authority,D,
2016-02-23,68.31,662.50,edwards aquifer authority,D,
2016-02-22,68.81,662.00,edwards aquifer authority,D,
2016-02-21,68.71,662.10,edwards aquifer authority,D,
2016-02-20,69.01,661.80,edwards aquifer authority,D,
2016-02-19,69.11,661.70,edwards aquifer authority,D,
2016-02-18,68.81,662.00,edwards aquifer authority,D,
2016-02-17,68.51,662.30,edwards aquifer authority,D,
2016-02-16,68.11,662.70,edwards aquifer authority,D,
2016-02-15,67.51,663.30,edwards aquifer authority,D,
2016-02-14,67.41,663.40,edwards aquifer authority,D,
2016-02-13,67.51,663.30,edwards aquifer authority,D,
2016-02-12,67.51,663.30,edwards aquifer authority,D,
2016-02-11,67.21,663.60,edwards aquifer authority,D,
2016-02-10,66.91,663.90,edwards aquifer authority,D,
2016-02-09,66.71,664.10,edwards aquifer authority,D,
2016-02-08,66.21,664.60,edwards aquifer authority,D,
2016-02-07,65.81,665.00,edwards aquifer authority,D,
2016-02-06,65.81,665.00,edwards aquifer authority,D,
2016-02-05,66.01,664.80,edwards aquifer authority,D,
2016-02-04,65.81,665.00,edwards aquifer authority,D,
2016-02-03,65.51,665.30,edwards aquifer authority,D,
2016-02-02,65.31,665.50,edwards aquifer authority,D,
2016-02-01,65.01,665.80,edwards aquifer authority,D,
2016-01-31,64.41,666.40,edwards aquifer authority,D,
2016-01-30,64.31,666.50,edwards aquifer authority,D,
2016-01-29,64.61,666.20,edwards aquifer authority,D,
2016-01-28,64.81,666.00,edwards aquifer authority,D,
2016-01-27,64.71,666.10,edwards aquifer authority,D,
2016-01-26,64.81,666.00,edwards aquifer authority,D,
2016-01-25,64.51,666.30,edwards aquifer authority,D,
2016-01-24,64.01,666.80,edwards aquifer authority,D,
2016-01-23,64.31,666.50,edwards aquifer authority,D,
2016-01-22,64.41,666.40,edwards aquifer authority,D,
2016-01-21,64.01,666.80,edwards aquifer authority,D,
2016-01-20,64.01,666.80,edwards aquifer authority,D,
2016-01-19,63.71,667.10,edwards aquifer authority,D,
2016-01-18,63.41,667.40,edwards aquifer authority,D,
2016-01-17,63.01,667.80,edwards aquifer authority,D,
2016-01-16,63.11,667.70,edwards aquifer authority,D,
2016-01-15,63.01,667.80,edwards aquifer authority,D,
2016-01-14,63.11,667.70,edwards aquifer authority,D,
2016-01-13,63.41,667.40,edwards aquifer authority,D,
2016-01-12,63.11,667.70,edwards aquifer authority,D,
2016-01-11,62.91,667.90,edwards aquifer authority,D,
2016-01-10,62.61,668.20,edwards aquifer authority,D,
2016-01-09,62.81,668.00,edwards aquifer authority,D,
2016-01-08,62.71,668.10,edwards aquifer authority,D,
2016-01-07,62.51,668.30,edwards aquifer authority,D,
2016-01-06,63.01,667.80,edwards aquifer authority,D,
2016-01-05,63.21,667.60,edwards aquifer authority,D,
2016-01-04,63.31,667.50,edwards aquifer authority,D,
2016-01-03,63.11,667.70,edwards aquifer authority,D,
2016-01-02,64.11,666.70,edwards aquifer authority,D,
2016-01-01,64.71,666.10,edwards aquifer authority,D,
2015-12-31,64.11,666.70,edwards aquifer authority,D,
2015-12-30,63.91,666.90,edwards aquifer authority,D,
2015-12-29,64.11,666.70,edwards aquifer authority,D,
2015-12-28,64.11,666.70,edwards aquifer authority,D,
2015-12-27,64.01,666.80,edwards aquifer authority,D,
2015-12-26,64.11,666.70,edwards aquifer authority,D,
2015-12-25,64.51,666.30,edwards aquifer authority,D,
2015-12-24,64.81,666.00,edwards aquifer authority,D,
2015-12-23,64.61,666.20,edwards aquifer authority,D,
2015-12-22,64.31,666.50,edwards aquifer authority,D,
2015-12-21,64.31,666.50,edwards aquifer authority,D,
2015-12-20,64.41,666.40,edwards aquifer authority,D,
2015-12-19,64.61,666.20,edwards aquifer authority,D,
2015-12-18,64.81,666.00,edwards aquifer authority,D,
2015-12-17,64.71,666.10,edwards aquifer authority,D,
2015-12-16,64.41,666.40,edwards aquifer authority,D,
2015-12-15,64.31,666.50,edwards aquifer authority,D,
2015-12-14,64.41,666.40,edwards aquifer authority,D,
2015-12-13,64.61,666.20,edwards aquifer authority,D,
2015-12-12,65.01,665.80,edwards aquifer authority,D,
2015-12-11,64.61,666.20,edwards aquifer authority,D,
2015-12-10,65.41,665.40,edwards aquifer authority,D,
2015-12-09,65.71,665.10,edwards aquifer authority,D,
2015-12-08,65.61,665.20,edwards aquifer authority,D,
2015-12-07,65.61,665.20,edwards aquifer authority,D,
2015-12-06,65.31,665.50,edwards aquifer authority,D,
2015-12-05,65.51,665.30,edwards aquifer authority,D,
2015-12-04,65.71,665.10,edwards aquifer authority,D,
2015-12-03,65.91,664.90,edwards aquifer authority,D,
2015-12-02,65.71,665.10,edwards aquifer authority,D,
2015-12-01,65.61,665.20,edwards aquifer authority,D,
2015-11-30,66.01,664.80,edwards aquifer authority,D,
2015-11-29,66.41,664.40,edwards aquifer authority,D,
2015-11-28,67.51,663.30,edwards aquifer authority,D,
2015-11-27,69.71,661.10,edwards aquifer authority,D,
2015-11-26,70.21,660.60,edwards aquifer authority,D,
2015-11-25,70.11,660.70,edwards aquifer authority,D,
2015-11-24,69.81,661.00,edwards aquifer authority,D,
2015-11-23,69.51,661.30,edwards aquifer authority,D,
2015-11-22,69.21,661.60,edwards aquifer authority,D,
2015-11-21,69.31,661.50,edwards aquifer authority,D,
2015-11-20,69.71,661.10,edwards aquifer authority,D,
2015-11-19,69.61,661.20,edwards aquifer authority,D,
2015-11-18,69.51,661.30,edwards aquifer authority,D,
2015-11-17,69.31,661.50,edwards aquifer authority,D,
2015-11-16,69.41,661.40,edwards aquifer authority,D,
2015-11-15,69.51,661.30,edwards aquifer authority,D,
2015-11-14,69.71,661.10,edwards aquifer authority,D,
2015-11-13,70.01,660.80,edwards aquifer authority,D,
2015-11-12,69.91,660.90,edwards aquifer authority,D,
2015-11-11,69.61,661.20,edwards aquifer authority,D,
2015-11-10,69.61,661.20,edwards aquifer authority,D,
2015-11-09,69.01,661.80,edwards aquifer authority,D,
2015-11-08,68.81,662.00,edwards aquifer authority,D,
2015-11-07,69.41,661.40,edwards aquifer authority,D,
2015-11-06,70.11,660.70,edwards aquifer authority,D,
2015-11-05,70.31,660.50,edwards aquifer authority,D,
2015-11-04,70.51,660.30,edwards aquifer authority,D,
2015-11-03,71.21,659.60,edwards aquifer authority,D,
2015-11-02,71.81,659.00,edwards aquifer authority,D,
2015-11-01,72.31,658.50,edwards aquifer authority,D,
2015-10-31,73.21,657.60,edwards aquifer authority,D,
2015-10-30,76.21,654.60,edwards aquifer authority,D,
2015-10-29,79.41,651.40,edwards aquifer authority,D,
2015-10-28,79.11,651.70,edwards aquifer authority,D,
2015-10-27,79.21,651.60,edwards aquifer authority,D,
2015-10-26,79.31,651.50,edwards aquifer authority,D,
2015-10-25,79.71,651.10,edwards aquifer authority,D,
2015-10-24,82.31,648.50,edwards aquifer authority,D,
2015-10-23,85.91,644.90,edwards aquifer authority,D,
2015-10-22,86.91,643.90,edwards aquifer authority,D,
2015-10-21,87.61,643.20,edwards aquifer authority,D,
2015-10-20,88.01,642.80,edwards aquifer authority,D,
2015-10-19,87.21,643.60,edwards aquifer authority,D,
2015-10-18,86.71,644.10,edwards aquifer authority,D,
2015-10-17,87.11,643.70,edwards aquifer authority,D,
2015-10-16,87.91,642.90,edwards aquifer authority,D,
2015-10-15,87.61,643.20,edwards aquifer authority,D,
2015-10-14,87.31,643.50,edwards aquifer authority,D,
2015-10-13,86.81,644.00,edwards aquifer authority,D,
2015-10-12,85.51,645.30,edwards aquifer authority,D,
2015-10-11,84.91,645.90,edwards aquifer authority,D,
2015-10-10,85.51,645.30,edwards aquifer authority,D,
2015-10-09,86.41,644.40,edwards aquifer authority,D,
